restaurant_name,online_order,book_table,rating,votes,phone,location,restaurant_type,dish_liked,cuisines,approx_cost_for_two,listed_in_type,listed_in_city,pricing_segment,rating_category
Nouvelle Garden,No,No,3.7,203,"+91 9900022134
+91 9900022136",JP Nagar,Casual Dining,"Tiramisu, Pasta, Salads, Gulab Jamun, Butter Naan, Biryani, Chicken Soup","North Indian, Continental, Italian",900,Buffet,JP Nagar,Premium,Good
Spice Code,No,Yes,3.9,165,"+91 9513699007
+91 9513699006",JP Nagar,Casual Dining,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew","South Indian, North Indian, Chinese, Biryani",1000,Buffet,JP Nagar,Premium,Good
The Onyx - The HHI Select Bengaluru,No,No,3.3,177,"+91 9742281239
+91 8884404894",JP Nagar,Casual Dining,"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads","North Indian, Chinese, Continental",950,Buffet,JP Nagar,Premium,Average
Deja Vu Resto Bar,Yes,Yes,4.4,2496,+91 9632499855,Bannerghatta Road,Pub,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta","North Indian, Italian",900,Buffet,JP Nagar,Premium,Excellent
Fattoush,Yes,Yes,4.2,1976,"080 41425553
+91 7337830044",Bannerghatta Road,Casual Dining,"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken","Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",1000,Buffet,JP Nagar,Premium,Excellent
AB's - Absolute Barbecues,No,Yes,4.9,6404,040 45659912,BTM,Casual Dining,"Tangdi Chicken, Bbq Buffet, Chocolate Icecreams, Kofta Curry, Mutton Seekh Kabab, Paneer Curry, Mutton Keema","European, Mediterranean, North Indian, BBQ",1600,Buffet,JP Nagar,Premium,Excellent
Cable Car,Yes,Yes,4.3,1247,080 45128610,Jayanagar,Casual Dining,"Pasta, Salads, Mocktails, Veg Buffet, Paneer Tikka, Biryani, Falafel","North Indian, Italian",1000,Buffet,JP Nagar,Premium,Excellent
"3B's - Buddies, Bar & Barbecues",No,Yes,4.4,1154,+91 8880088696,BTM,"Casual Dining, Bar","Paan Ice Cream, Cocktails, Fish Grill, Crispy Corn, Butter Chicken, Phirni, Chicken Tikka","North Indian, Mediterranean, European, BBQ",1100,Buffet,JP Nagar,Premium,Excellent
Fusion Theory,Yes,Yes,,0,080 49653171,Jayanagar,Casual Dining,"Aam Panna, Pasta, Biryani, Paneer Tikka, Chinese Bhel, Veg Pulao, Pav Bhaji","Chinese, Continental, North Indian, South Indian, Beverages",700,Buffet,JP Nagar,Mid,Unrated
Desi Rasoi,Yes,Yes,3.8,362,"+91 9611711911
+91 7829229366",Jayanagar,Casual Dining,"Hara Bhara Kebab, Lunch Buffet, Naan, Babycorn Manchurian, Malai Kofta, Noodles, Gulab Jamun","Biryani, North Indian, Chinese, Rajasthani",600,Buffet,JP Nagar,Mid,Good
The Yellow Chilli,Yes,Yes,3.8,584,080 41712345,Jayanagar,Casual Dining,"Spring Roll, Tomato Soup, Mocktails, Sweet Corn Soup, Gulab Jamun, Roti, Paneer Tikka","North Indian, Mughlai, Biryani",1200,Buffet,JP Nagar,Premium,Good
The Sofraah Kebabs & Kurries - Eden Park Restaurants,No,Yes,3.8,176,"080 42777333
+91 8884416393",Jayanagar,Casual Dining,"Mutton Biryani, Cocktails, Dal Makhani, Naan, Fish, Roti, Lamb","North Indian, Afghan",1350,Buffet,JP Nagar,Premium,Good
Dr. Sheesha,No,Yes,4.1,1445,080 49653341,JP Nagar,Cafe,"Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Milk Shake","Cafe, Chinese, Continental, Italian",800,Cafes,JP Nagar,Premium,Excellent
Slate Cafe,Yes,No,4.1,53,+91 8040923832,JP Nagar,Cafe,"Pasta, Sandwiches, Pizza","Cafe, Sandwich, Burger",600,Cafes,JP Nagar,Mid,Excellent
Skyline Pizzeria,No,No,3.9,764,"+91 7795015404
+91 8197544572",JP Nagar,"Cafe, Bakery","Pizza, Pasta, Mocktails, Pink Lemonade, Sandwiches, Mojito, Nachos","Cafe, Bakery, Italian",600,Cafes,JP Nagar,Mid,Good
D View Cafe,Yes,No,4.0,510,+91 9538943596,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages",1000,Cafes,JP Nagar,Premium,Good
Dialogues,No,No,4.0,129,+91 8800946279,JP Nagar,Cafe,"Mayo Sandwich, Pasta, Egg Sandwich, Coffee, Potato Wedges, Vegetable Noodles, Fries","Cafe, Continental",600,Cafes,JP Nagar,Mid,Good
Pancuzzi,Yes,No,4.2,170,+91 9742737794,JP Nagar,Cafe,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake","Cafe, Beverages, Desserts",600,Cafes,JP Nagar,Mid,Excellent
Starbucks,No,No,4.2,386,"+91 9663994264
+91 8884678564",JP Nagar,Cafe,"Coffee, Hot Chocolate, Sandwiches, Frappuccino, Hazelnut Latte, Vanilla Latte, Velvet Cake","Cafe, Desserts",700,Cafes,JP Nagar,Mid,Excellent
Mudpipe Cafe,Yes,Yes,3.9,728,+91 9448056565,JP Nagar,Cafe,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers","Cafe, Continental, North Indian",800,Cafes,JP Nagar,Premium,Good
TAB - Take A Break,No,No,4.1,522,"+91 9535133088
+91 9448157110",JP Nagar,Cafe,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea","Cafe, Continental, Italian",550,Cafes,JP Nagar,Mid,Excellent
Biggies Burger 'n' More,Yes,No,4.1,206,"+91 9740962288
080 41145111",JP Nagar,"Quick Bites, Cafe","Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges","Cafe, Burger, Beverages",650,Cafes,JP Nagar,Mid,Excellent
Onesta,Yes,Yes,4.4,4410,"+91 8904001150
+91 8904001151",JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600,Cafes,JP Nagar,Mid,Excellent
Cafe Potpourri,Yes,No,3.7,132,"+91 8884553680
+91 7026274274",JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400,Cafes,JP Nagar,Mid,Good
Crafted Plate,Yes,Yes,4.2,239,"080 43023198
+91 8050088287",JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",600,Cafes,JP Nagar,Mid,Excellent
Vinaya Coffee Moments,Yes,No,3.8,46,"+91 9538699211
080 49566825",JP Nagar,Cafe,"Filter Coffee, Pizza, Pasta","Burger, Cafe, Desserts, Sandwich, Italian",450,Cafes,JP Nagar,Mid,Good
Cuppa,No,No,3.4,48,080 40939471,JP Nagar,Cafe,"Coffee, Potato Wedges, Tea","Cafe, Fast Food",550,Cafes,JP Nagar,Mid,Average
Skytouch Le Cafe,Yes,No,3.7,127,"080 40932483
+91 9740848803",JP Nagar,Cafe,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles","Cafe, Italian, Desserts",700,Cafes,JP Nagar,Mid,Good
The Chocolate Room,Yes,No,3.9,153,080 42112381,JP Nagar,Food Court,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",400,Cafes,JP Nagar,Mid,Good
Woodee Pizza,Yes,No,2.7,85,+91 7406827272,JP Nagar,Cafe,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes","Cafe, Pizza, Fast Food, Beverages",500,Cafes,JP Nagar,Mid,Average
Cafe Mist,Yes,No,3.8,187,"+91 9742407147
+91 9538519419",JP Nagar,Cafe,"Barbecue Chicken Burger, Coffee, Ice Tea, Peri Peri Chicken, Pasta, Maggi, Nachos","Cafe, American, Continental, Italian",500,Cafes,JP Nagar,Mid,Good
WAFL,Yes,No,4.0,41,+91 8951725759,Bannerghatta Road,Food Court,Waffles,"Cafe, Fast Food, Desserts, Beverages",400,Cafes,JP Nagar,Mid,Good
Vaho Kafe & Pressery,No,No,3.9,124,"+91 9845687999
080 41494199",Bannerghatta Road,Cafe,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta","Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",500,Cafes,JP Nagar,Mid,Good
Dreamcatcher,Yes,No,3.9,50,"+91 7090470823
+91 7996623818",Bannerghatta Road,Cafe,"English Breakfast, Sandwiches",Cafe,600,Cafes,JP Nagar,Mid,Good
Go Native,Yes,Yes,4.3,1265,080 49653539,Jayanagar,"Casual Dining, Cafe","Mushroom Soup, Salads, Halwa, Thali, Salad, Millet Pizza, Misal Pav","Healthy Food, Cafe, Beverages",800,Cafes,JP Nagar,Premium,Excellent
Alchemy Coffee Roasters,No,No,4.2,713,+91 8762473937,Jayanagar,Cafe,"Coffee, Fries, Sandwich, Pizza, Pancakes, Pasta, Hot Chocolate",Cafe,500,Cafes,JP Nagar,Mid,Excellent
SlimSins Cafe,No,No,4.1,710,+91 9535582766,Jayanagar,Cafe,"Hummus Platter, Juicy Lamb Burger, Salmon Steak, Mousse, Pasta, Pizza, Sweet Potato Fries","Cafe, Healthy Food",850,Cafes,JP Nagar,Premium,Excellent
Ruh's Cafe,Yes,No,4.1,464,"+91 9986271611
+91 9844803695",BTM,Cafe,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Cafe, American, Italian, Continental, Chinese",500,Cafes,JP Nagar,Mid,Excellent
The Airos,Yes,No,4.1,130,+91 7026390001,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650,Cafes,JP Nagar,Mid,Excellent
Bun Town,Yes,No,4.0,204,080 26686499,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery",500,Cafes,JP Nagar,Mid,Good
Cross Road Cafe,Yes,No,3.9,91,080 41247022,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300,Cafes,JP Nagar,Budget,Good
Tummy Fuel,Yes,No,4.2,450,"+91 9008558558
+91 9845792610",Jayanagar,Cafe,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes","Cafe, Beverages, Fast Food",400,Cafes,JP Nagar,Mid,Excellent
Willys Top Cafe,Yes,No,4.0,310,"+91 7795808555
00 09176703991",Jayanagar,Cafe,"Coffee Shake, Pasta, Buffalo Wings, Sandwich, Chicken Wings, Burgers, Fries","Cafe, Continental, Asian",750,Cafes,JP Nagar,Premium,Good
La Grande Cafe,No,No,3.8,46,+91 9845525205,Jayanagar,Cafe,"Coffee, Hot Chocolate, Cappuccino, Ice Tea, Corn Balls",Cafe,400,Cafes,JP Nagar,Mid,Good
Ludo CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,No,3.9,144,"080 48543015
+91 9008900015",Kumaraswamy Layout,Cafe,"Lemon Soda, Wine, Coffee, Fried Rice Chicken, Chilli Chicken, Milk Shake, Oreo Shake","Cafe, Chinese, Arabian",550,Cafes,JP Nagar,Mid,Good
Brewz Coffee,Yes,No,3.0,61,080 41200232,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650,Cafes,JP Nagar,Mid,Average
On The Nose,Yes,No,3.8,614,"080 42008978
+91 9886625960",BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",600,Cafes,JP Nagar,Mid,Good
Mug N Bean,Yes,No,3.9,247,+91 9035203926,Jayanagar,Cafe,"Maggi, Pasta, Burgers, Grilled Sandwich, Latte, French Fries","Cafe, Continental, Italian, Burger",400,Cafes,JP Nagar,Mid,Good
People Tree Cafe,No,No,3.7,167,+91 9886086452,Jayanagar,Cafe,"Chocolate Shake, Nachos, Babycorn Manchurian, Cheese Maggi, French Fries, Tea, Oreo Shake","Cafe, Fast Food, Beverages",400,Cafes,JP Nagar,Mid,Good
PHEW (Play Hard Eat Wild),Yes,Yes,3.9,488,+91 9365075799,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700,Cafes,JP Nagar,Mid,Good
Fish Chain,Yes,No,4.1,52,080 43334333,BTM,"Takeaway, Delivery",Sea Food,"Seafood, BBQ, Biryani",250,Delivery,JP Nagar,Budget,Excellent
Swadista Aahar,Yes,No,4.2,785,"+91 9844006825
+91 9844615361",BTM,Quick Bites,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali","South Indian, North Indian, Chinese, Street Food",300,Delivery,JP Nagar,Budget,Excellent
FreshMenu,Yes,No,3.8,630,080 40424242,South Bangalore,Delivery,"Salads, Sandwiches, Salad, Thai Rice, Pasta, Noodles, Pizza","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Delivery,JP Nagar,Mid,Good
Subway,Yes,No,3.2,167,"080 41252625
+91 9972004499",Bannerghatta Road,Quick Bites,Salad,"Salad, Fast Food",600,Delivery,JP Nagar,Mid,Average
Capsicum Family Restaurant,Yes,No,3.8,256,080 49652678,BTM,Casual Dining,Mutton Biryani,"Biryani, North Indian",800,Delivery,JP Nagar,Premium,Good
Hiyar Majhe Kolkata,Yes,No,3.9,247,"+91 9108919806
+91 9739059571",BTM,Quick Bites,"Radhaballavi, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali, Alur Dom","Bengali, North Indian",400,Delivery,JP Nagar,Mid,Good
Easy Bites,Yes,No,4.1,66,080 43334321,JP Nagar,"Takeaway, Delivery","Sandwich, Crispy Chicken, French Fries","Fast Food, Sandwich",300,Delivery,JP Nagar,Budget,Excellent
Recipe,Yes,No,4.0,808,"+91 8043755256
+91 9886073774",Kumaraswamy Layout,Casual Dining,"Butter Chicken, Noodles, Thali, Biryani","North Indian, Chinese, Biryani",500,Delivery,JP Nagar,Mid,Good
Chettayees,Yes,No,3.4,150,"+91 9847632951
+91 7259654051",BTM,Quick Bites,"Puttu Biryani, Egg Roast","Kerala, North Indian, Chinese",400,Delivery,JP Nagar,Mid,Average
Leon Grill,Yes,No,4.1,418,"+91 9972001409
+91 7349482017",Jayanagar,Quick Bites,"Burgers, Fries, Chicken Filet Burger, Peri Peri Chicken Wings, Peri Peri Chicken Salad, Peri Peri Chicken Burger, Falafel","Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500,Delivery,JP Nagar,Mid,Excellent
XO Belgian Waffle,Yes,No,4.5,556,+91 9900332623,BTM,Dessert Parlor,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo","Desserts, Beverages",400,Delivery,JP Nagar,Mid,Excellent
Kannur Food Point,Yes,No,3.7,215,+91 9895940323,BTM,Quick Bites,Roast Chicken,"Kerala, North Indian",200,Delivery,JP Nagar,Budget,Good
Kullad Cafe,Yes,No,3.9,331,"+91 8861570148
+91 9972089231",BTM,Cafe,"Tea, Paratha, Poha, Coffee, Chai, Sandwiches, Maggi","North Indian, Cafe, Fast Food, Beverages",200,Delivery,JP Nagar,Budget,Good
Dr. Bubbles,Yes,No,4.2,95,"00 8197222666
080 43026625",Jayanagar,"Beverage Shop, Dessert Parlor","Waffles, Iced Coffee, Yoghurt Shake, Belgian Chocolate Waffle, Ice Tea, Faluda","Beverages, Desserts",400,Delivery,JP Nagar,Mid,Excellent
Abhiruchi Hotel,Yes,No,3.5,735,080 49652141,BTM,Casual Dining,"Dum Biryani, Prawn Curry, Paneer Biryani, Chicken Boneless Biryani, Apollo Fish","Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",600,Delivery,JP Nagar,Mid,Average
Al-Bek,Yes,No,3.6,209,080 43334321,JP Nagar,"Takeaway, Delivery","Chicken Grill, Biryani","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300,Delivery,JP Nagar,Budget,Good
Malenadu Kitchen,Yes,Yes,3.8,170,080 49652720,Kanakapura Road,Casual Dining,"Biryani, Mutton Sukha, Neer Dosa, Chicken Curry, Akki Rottis, Fish Curry","South Indian, North Indian, Chinese",700,Delivery,JP Nagar,Mid,Good
Kitchens@JP Nagar,Yes,No,3.9,502,080 43334321,JP Nagar,"Takeaway, Delivery",Vegetable Biryani,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400,Delivery,JP Nagar,Mid,Good
Sri Lakshmi Dhaba,Yes,No,2.9,258,"+91 8970548240
+91 9739369901",BTM,Quick Bites,"Paratha, Shahi Paneer",North Indian,250,Delivery,JP Nagar,Budget,Average
Krishna Kuteera,Yes,No,4.0,403,+91 9035011234,Bannerghatta Road,Quick Bites,"Pav Bhaji, Coffee, Set Dosa, Masala Dosa, Vada, Masala Poori","South Indian, North Indian, Chinese",400,Delivery,JP Nagar,Mid,Good
Momoz,Yes,No,4.0,944,"+91 9986304455
080 41677117",BTM,Casual Dining,"Momos, Noodles, Thukpa, Crispy Honey Chicken, Manchow Soup, Manchurian, Chicken Momo","Chinese, Momos",600,Delivery,JP Nagar,Mid,Good
Kalingas,Yes,No,3.9,181,080 42038180,BTM,Quick Bites,"Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali","Oriya, Fast Food",250,Delivery,JP Nagar,Budget,Good
Roti Wala,Yes,No,4.0,199,+91 9731100002,BTM,Quick Bites,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",North Indian,300,Delivery,JP Nagar,Budget,Good
Corner House Ice Cream,Yes,No,4.4,825,080 26540925,Jayanagar,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Malt, Thick Shakes, Chocolate Nut Sundae, Ice Cream Sundae, Fudge Cake, Coffee","Ice Cream, Desserts",400,Delivery,JP Nagar,Mid,Excellent
Apna Punjab,Yes,No,3.7,476,+91 7411793215,BTM,Quick Bites,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian","North Indian, Chinese, Fast Food",450,Delivery,JP Nagar,Mid,Good
Five Star Chicken,Yes,No,3.9,62,+91 8884121777,JP Nagar,Quick Bites,Fries,"Burger, Fast Food, Roast Chicken, Finger Food",300,Delivery,JP Nagar,Budget,Good
Nellore Bhojanam,Yes,No,3.1,178,+91 7760358195,Bannerghatta Road,Quick Bites,Biryani,Andhra,250,Delivery,JP Nagar,Budget,Average
Sagar Deluxe,Yes,No,3.2,170,"080 32963232
+91 9620284767",Kumaraswamy Layout,Quick Bites,"Coffee, Chaat","South Indian, North Indian, Chinese, Juices",300,Delivery,JP Nagar,Budget,Average
Chaatimes,Yes,No,3.8,101,+91 8884262266,JP Nagar,Quick Bites,"Chaat, Pav Bhaji, Panipuri, Basket Chat, Mango Lassi, Sev Puri, Misal","Street Food, Fast Food",200,Delivery,JP Nagar,Budget,Good
Muthashy's,Yes,No,4.2,467,"080 42274488
+91 9844162560",BTM,Quick Bites,"Fish, Appam, Egg Roast, Kadala Curry, Chicken Curry, Beef Fry, Ghee Rice","Kerala, South Indian, Chinese",400,Delivery,JP Nagar,Mid,Excellent
Donne Biriyani House,Yes,No,3.3,212,"080 41614200
+91 9886944200",JP Nagar,Quick Bites,"Biryani, Kshatriya Kebab","Biryani, Andhra",350,Delivery,JP Nagar,Mid,Average
Shanmukha,Yes,No,4.4,1972,080 45128667,Jayanagar,Casual Dining,"Egg Biryani, Egg Chilli, Mutton Biryani, Hyderabadi Biryani, Naan, Raita, Butter Chicken","Biryani, Andhra, North Indian, Chinese",800,Delivery,JP Nagar,Premium,Excellent
Bhukkhad Baba,Yes,No,3.7,132,+91 6361316696,JP Nagar,Quick Bites,"Paratha, Thali","North Indian, Beverages",250,Delivery,JP Nagar,Budget,Good
Kitchen Garden,Yes,No,3.6,247,080 49653196,Kumaraswamy Layout,Quick Bites,Biryani,"North Indian, Chinese",300,Delivery,JP Nagar,Budget,Good
Swad Punjab Da,Yes,No,4.1,130,+91 8360151853,BTM,Quick Bites,"Lassi, Veg Thali, Roti, Aloo Paratha, Egg Curry",North Indian,150,Delivery,JP Nagar,Budget,Excellent
Shanthi Sagar,Yes,No,3.6,519,+91 8217521220,JP Nagar,Casual Dining,"Coffee, Mushroom Masala, Masala Dosa, Palak Paneer","South Indian, North Indian, Chinese",400,Delivery,JP Nagar,Mid,Good
Burger King,Yes,No,3.8,474,080 67080246,Bannerghatta Road,Quick Bites,"Burgers, Whopper Meal, Crispy Chicken, French Fries, Grilled Wings","Burger, Fast Food, Beverages",600,Delivery,JP Nagar,Mid,Good
Cakebuy,Yes,No,3.9,70,+91 8496934114,Bannerghatta Road,Dessert Parlor,Chocolate Truffle,Desserts,350,Delivery,JP Nagar,Mid,Good
Smoke-A-Pot,Yes,No,3.5,93,080 49652493,JP Nagar,"Takeaway, Delivery","Pot Biryani, Raita, Mutton Biryani","Biryani, Kebab, Rolls",600,Delivery,JP Nagar,Mid,Average
Tasty Bytes,Yes,No,3.1,245,"+91 8553317408
+91 7899687127",Kumaraswamy Layout,Quick Bites,"Paratha, Pasta","North Indian, Chinese, Momos, Rolls",300,Delivery,JP Nagar,Budget,Average
Abhiruchi Hotel,Yes,No,3.3,456,"+91 8041470003
+91 8049597979",Bannerghatta Road,Casual Dining,"Egg Biryani, Chicken Curry, Chicken Boneless Biryani, Chilli Chicken, Vegetable Biryani, Jeera Rice","Andhra, Biryani, North Indian, Chinese",550,Delivery,JP Nagar,Mid,Average
SL Vadapav,Yes,No,4.0,79,+91 9900597313,Jayanagar,Quick Bites,"Dabeli, Samosa, Tawa Pulav, Cheese Vada Pav",Maharashtrian,100,Delivery,JP Nagar,Budget,Good
Pizza Hut,Yes,No,2.7,159,080 39883988,JP Nagar,Quick Bites,Prompt Service,Pizza,750,Delivery,JP Nagar,Premium,Average
Adithya,Yes,No,4.0,334,080 49652760,JP Nagar,Quick Bites,"Neer Dosa, Coffee, Pav Bhaji, Khali Dosa, Panipuri, Masala Dosa, Tea","South Indian, North Indian, Chinese",300,Delivery,JP Nagar,Budget,Good
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.6,49,"+91 9880101051
+91 9742661909",JP Nagar,Quick Bites,"Fruit Custard, Russian Cutlet",Bohri,300,Delivery,JP Nagar,Budget,Good
Faasos,Yes,No,3.9,313,+91 7700020020,JP Nagar,Quick Bites,"Rolls, Chicken Roll, Chicken Wrap, Veggie Wrap, Raita, Cheesy Chicken, Sabudana Kheer","North Indian, Biryani, Fast Food",500,Delivery,JP Nagar,Mid,Good
Kedia's Fun Food,Yes,No,4.3,632,+91 8867769557,Jayanagar,Quick Bites,"Paratha, Vada Pav, Chaat, Pav Bhaji, Panipuri, Masala Poori, Dhokla","North Indian, Street Food, Juices",200,Delivery,JP Nagar,Budget,Excellent
Krispy Kreme,Yes,No,4.0,253,080 41718398,Jayanagar,Dessert Parlor,"Coffee, Chocolate Donut, Chocolate Dreamcake, Cookie Crunch, Double Chocolate Cake, Hot Chocolate","Desserts, Beverages",300,Delivery,JP Nagar,Budget,Good
Cheesiano Pizza,Yes,Yes,4.0,205,"+91 8043761455
+91 7678077768",JP Nagar,Quick Bites,"Pasta, Fries, Cheesiano Pizza, Veggie Pizza, Cheesy Garlic Bread, Peri Peri Paneer Pizza","Pizza, Italian",700,Delivery,JP Nagar,Mid,Good
Kabab Magic,Yes,No,4.0,958,080 26490895,Jayanagar,Quick Bites,"Chicken Grill, Grape Juice, Biryani, Shawarma Roll, Rolls, Chicken Kebab, Chicken Shwarma Roll","North Indian, Kebab, Fast Food",500,Delivery,JP Nagar,Mid,Good
Cafe Potpourri,Yes,No,3.7,132,"+91 8884553680
+91 7026274274",JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400,Delivery,JP Nagar,Mid,Good
KFC,Yes,No,3.3,351,080 33994444,Jayanagar,Quick Bites,"Burgers, Crispy Chicken, Chicken Wings, Rice Bowl, Zinger Burger, Fries, Chicken Bucket","Burger, Fast Food",400,Delivery,JP Nagar,Mid,Average
Keventers,Yes,No,3.9,210,080 49653086,Jayanagar,"Beverage Shop, Dessert Parlor","Thick Shakes, Chocolate Hazelnut Shake, Mango Shake, Choco Hazelnut, Milk Shake, Chocolate Oreo, Strawberry Milkshake","Desserts, Beverages, Ice Cream",400,Delivery,JP Nagar,Mid,Good
Behrouz Biryani,Yes,No,4.0,190,"+91 7022260664
+91 7022260679",JP Nagar,Delivery,"Gulab Jamun, Raita, Paneer Biryani, Mutton Biryani, Buttermilk, Gosht Biryani, Basmati Rice",Biryani,650,Delivery,JP Nagar,Mid,Good
Le Arabia,Yes,No,,0,+91 8041410082,JP Nagar,Casual Dining,Chicken Biryani,"North Indian, Mughlai",600,Delivery,JP Nagar,Mid,Unrated
Paradise,Yes,No,4.0,1986,"+91 9513477574
+91 9901842605",JP Nagar,Casual Dining,"Kalmi Kabab, Hyderabadi Dum Biryani, Vegetable Biryani, Haleem, Supreme Mutton Biryani, Paneer Tikka, Hyderabadi Mutton Biryani","Biryani, North Indian, Kebab",800,Delivery,JP Nagar,Premium,Good
Mahesh Friends Food Center,Yes,No,2.9,132,+91 9731081364,BTM,Quick Bites,Lassi,"Chinese, North Indian",300,Delivery,JP Nagar,Budget,Average
Cakewala,Yes,No,4.1,232,080 42066037,JP Nagar,Bakery,"Brownie, Veg Puff, Chocolate Truffle, Chocolava, Choco Truffle, Chocolate Cake","Bakery, Desserts",500,Delivery,JP Nagar,Mid,Excellent
Roll N Rock,Yes,No,3.9,124,+91 9590941992,Kumaraswamy Layout,Quick Bites,"Rolls, Paratha, Chicken Biryani","Chinese, North Indian, Mughlai, Rolls",400,Delivery,JP Nagar,Mid,Good
Ghee Biryanis,Yes,No,3.4,137,+91 9742044034,BTM,"Takeaway, Delivery",Biryani,"Biryani, North Indian",500,Delivery,JP Nagar,Mid,Average
Hind Ka Chulah,Yes,No,3.8,182,"+91 9738933467
+91 8970646882",Bannerghatta Road,Food Court,"Butter Chicken, Chole, Chicken Tikka, Biryani Combo, Roti, Tandoori Chicken, Naan","North Indian, Biryani",600,Delivery,JP Nagar,Mid,Good
Mani's Dum Biryani,Yes,No,4.2,380,+91 9606441698,JP Nagar,Casual Dining,"Paneer Biryani, Raita, Gulab Jamun, Vegetable Biryani, Dum Biryani, Chicken Boneless Biryani, Chicken Kebab Biryani","Biryani, Kebab",750,Delivery,JP Nagar,Premium,Excellent
Dadi's Dum Biryani,Yes,Yes,4.0,743,"+91 7090377777
080 43716050",Bannerghatta Road,Casual Dining,"Chicken Biryani, Basmati Rice, Prawn, Tandoori Chicken, Vegetable Biryani, Galauti Kebab, Faluda","Biryani, North Indian, Mughlai",800,Delivery,JP Nagar,Premium,Good
